id,const_anon_id,response_auto_and_manual,manualresponse_exists_inc_post_count_nonresponse,manualresponse_exists,partycongruent,partycongruent_neat,issue,position,send_cat,mp_type_detailed,mp_type_abstain_nonreb,diff_mp_party_outliers_removed,diff_mp_party,has_response_info,respondent_reported_letter_status,lr_mp_party,word_total
44,30,TRUE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
44,30,TRUE,1,1,1,Constituent-party congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,0.009569377990430622,0.009569377990430622,0,NA,1.0986122886681098,209
90,30,TRUE,0,0,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
90,30,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
90,30,TRUE,1,1,0,Constituent-party not congruent,skilled,disagree,2-6,loyalist,loyalist,NA,0.21839080459770116,0,NA,1.992430164690206,87
474,30,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,0.0032258064516129045,0.0032258064516129045,0,NA,0.10536051565782635,310
474,30,TRUE,1,1,1,Constituent-party congruent,skilled,agree,2-6,loyalist,loyalist,0.028089887640449437,0.028089887640449437,0,NA,1.252762968495368,178
474,30,TRUE,1,1,0,Constituent-party not congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,0.00737100737100737,0.00737100737100737,0,NA,0.6931471805599453,407
485,31,TRUE,0,0,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
489,31,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
504,32,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
511,32,TRUE,1,1,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,-0.029585798816568046,-0.029585798816568046,1,0,-1.791759469228055,169
515,33,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
516,33,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
472,34,TRUE,1,0,0,Constituent-party not congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
472,34,TRUE,1,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
521,34,TRUE,0,0,1,Constituent-party congruent,tuitionfree,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
521,34,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
363,35,TRUE,0,0,1,Constituent-party congruent,skilled,disagree,1,loyalist,loyalist,NA,NA,1,0,NA,NA
521,35,TRUE,0,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
207,36,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
207,36,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
528,36,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,0.020000000000000004,0.020000000000000004,0,NA,0.9734491457141037,1400
528,36,TRUE,1,1,1,Constituent-party congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,0.15789473684210525,0,NA,1.3862943611198906,19
492,37,TRUE,1,1,0,Constituent-party not congruent,customs,disagree,1,unclear rebel,loyalist,0.02348993288590604,0.02348993288590604,0,NA,0.8754687373538999,298
492,37,TRUE,1,1,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,0.03205128205128205,0.03205128205128205,0,NA,1.0986122886681098,312
492,37,FALSE,0,0,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
532,37,FALSE,0,0,1,Constituent-party congruent,customs,agree,2-6,unclear rebel,loyalist,NA,NA,1,0,NA,NA
532,37,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
532,37,FALSE,0,0,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
73,38,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,1,unclear rebel,rebel,NA,NA,1,0,NA,NA
73,38,TRUE,1,1,1,Constituent-party congruent,tuitionfree,disagree,2-6,loyalist,loyalist,0,0,1,0,0,41
73,38,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
86,38,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,unclear rebel,rebel,NA,NA,0,NA,NA,NA
86,38,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,unclear rebel,rebel,NA,NA,0,NA,NA,NA
86,38,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
534,38,TRUE,1,1,1,Constituent-party congruent,freedomm,disagree,2-6,unclear rebel,rebel,-0.01556420233463035,-0.01556420233463035,0,NA,-0.587786664902119,257
534,38,TRUE,1,1,1,Constituent-party congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,0,0,0,NA,0,43
78,39,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
535,39,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
338,40,TRUE,0,0,1,Constituent-party congruent,regulation,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
338,40,TRUE,1,0,1,Constituent-party congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
338,40,FALSE,0,0,1,Constituent-party congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
453,40,TRUE,0,0,0,Constituent-party not congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
453,40,TRUE,0,0,0,Constituent-party not congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
544,40,TRUE,0,0,0,Constituent-party not congruent,regulation,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
543,41,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
546,41,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
543,42,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
551,42,TRUE,1,1,1,Constituent-party congruent,tuitionlevel,agree,1,loyalist,loyalist,0,0,0,NA,0,154
541,43,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
541,43,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
549,43,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
549,43,TRUE,1,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
549,43,TRUE,1,0,0,Constituent-party not congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
552,43,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
552,43,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
552,43,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
226,44,TRUE,1,1,1,Constituent-party congruent,singlem,disagree,1,moderate rebel,rebel,-0.0016313213703099474,-0.0016313213703099474,0,NA,-0.048790164169432056,613
555,44,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,2-6,moderate rebel,rebel,-0.0016313213703099474,-0.0016313213703099474,0,NA,-0.048790164169432056,613
457,45,TRUE,0,0,0,Constituent-party not congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
561,45,TRUE,0,0,1,Constituent-party congruent,skilled,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
91,46,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
91,46,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
565,46,TRUE,0,0,1,Constituent-party congruent,tuitionfree,disagree,1,loyalist,loyalist,NA,NA,1,0,NA,NA
565,46,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
4,47,FALSE,0,0,1,Constituent-party congruent,tuitionfree,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
573,47,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
563,48,TRUE,0,0,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
564,48,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
565,48,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,0.02777777777777778,0.02777777777777778,0,NA,0.8109302162163288,180
565,48,TRUE,0,0,0,Constituent-party not congruent,singlem,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
570,48,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
571,48,TRUE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
571,48,TRUE,0,0,1,Constituent-party congruent,singlem,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
571,48,TRUE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
579,48,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
580,48,TRUE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
582,49,TRUE,1,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
585,49,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,agree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
435,50,FALSE,0,0,0,Constituent-party not congruent,customs,agree,1,extreme rebel,rebel,NA,NA,0,NA,NA,NA
445,50,FALSE,0,0,0,Constituent-party not congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
445,50,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
586,50,TRUE,1,1,1,Constituent-party congruent,customs,disagree,2-6,extreme rebel,rebel,NA,0.09565217391304347,0,NA,1.8718021769015913,115
586,50,TRUE,1,1,1,Constituent-party congruent,skilled,agree,2-6,loyalist,loyalist,NA,0.09565217391304347,0,NA,1.8718021769015913,115
586,50,FALSE,0,0,1,Constituent-party congruent,tuitionfree,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
560,51,TRUE,1,1,0,Constituent-party not congruent,tuitionfree,agree,1,loyalist,loyalist,0.03278688524590164,0.03278688524590164,0,NA,0.5108256237659907,61
560,51,TRUE,0,0,1,Constituent-party congruent,tuitionlevel,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
586,51,TRUE,1,1,1,Constituent-party congruent,tuitionfree,disagree,2-6,loyalist,loyalist,0.05084745762711865,0.05084745762711865,0,NA,0.9162907318741551,59
586,51,TRUE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
101,52,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,2-6,loyalist,loyalist,-0.0045454545454545435,-0.0045454545454545435,0,NA,-0.1466034741918754,660
494,52,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,-0.0045454545454545435,-0.0045454545454545435,0,NA,-0.1466034741918754,660
494,52,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
587,52,TRUE,0,0,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
587,52,TRUE,1,1,1,Constituent-party congruent,singlem,disagree,2-6,loyalist,loyalist,-0.0045454545454545435,-0.0045454545454545435,0,NA,-0.1466034741918754,660
587,52,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
347,53,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,0.05940594059405941,0.05940594059405941,1,0,0.6931471805599453,202
588,53,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,0.05970149253731344,0.05970149253731344,1,0,0.6931471805599453,201
11,54,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,0.0662251655629139,0.0662251655629139,0,NA,1.791759469228055,151
11,54,TRUE,0,0,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
11,54,TRUE,0,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
589,54,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,0.012219959266802444,0.012219959266802444,1,1,0.47000362924573563,491
589,54,TRUE,1,0,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
589,54,TRUE,1,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
252,55,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
591,55,TRUE,1,1,0,Constituent-party not congruent,singlem,agree,2-6,loyalist,loyalist,0.034482758620689655,0.034482758620689655,0,NA,0.8472978603872037,116
591,55,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
593,55,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,1,loyalist,loyalist,NA,NA,1,0,NA,NA
294,56,TRUE,1,1,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,0.0014154281670205257,0.0014154281670205257,0,NA,0.055569851154810786,1413
295,56,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,0.0014174344436569779,0.0014174344436569779,0,NA,0.055569851154810786,1411
295,56,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
295,56,TRUE,0,0,1,Constituent-party congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
298,56,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
298,56,TRUE,0,0,1,Constituent-party congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
298,56,TRUE,0,0,1,Constituent-party congruent,skilled,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
595,56,TRUE,1,0,0,Constituent-party not congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
595,56,TRUE,1,0,0,Constituent-party not congruent,skilled,disagree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
595,56,TRUE,1,0,0,Constituent-party not congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
560,57,TRUE,1,1,0,Constituent-party not congruent,freedomm,agree,2-6,loyalist,loyalist,0.0625,0.0625,0,NA,0.6931471805599453,16
560,57,TRUE,1,1,0,Constituent-party not congruent,immigration,disagree,beyond 6,loyalist,loyalist,0.0625,0.0625,0,NA,0.6931471805599453,16
560,57,TRUE,1,1,0,Constituent-party not congruent,skilled,disagree,beyond 6,loyalist,loyalist,0.0625,0.0625,0,NA,0.6931471805599453,16
599,57,TRUE,1,0,0,Constituent-party not congruent,regulation,disagree,beyond 6,unclear rebel,loyalist,NA,NA,1,1,NA,NA
599,57,TRUE,1,0,0,Constituent-party not congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
599,57,TRUE,1,0,1,Constituent-party congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
602,57,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
602,57,FALSE,0,0,0,Constituent-party not congruent,singlem,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
603,57,TRUE,1,1,1,Constituent-party congruent,customs,disagree,2-6,loyalist,loyalist,0.03225806451612903,0.03225806451612903,1,1,0.7884573603642703,186
603,57,TRUE,1,0,1,Constituent-party congruent,regulation,agree,beyond 6,unclear rebel,loyalist,0.058666666666666666,0.058666666666666666,1,1,2.120263536200091,375
603,57,TRUE,1,0,1,Constituent-party congruent,immigration,agree,beyond 6,loyalist,loyalist,NA,NA,1,1,NA,NA
606,57,TRUE,1,1,1,Constituent-party congruent,singlem,disagree,beyond 6,loyalist,loyalist,0.058666666666666666,0.058666666666666666,1,1,2.120263536200091,375
606,57,TRUE,1,1,1,Constituent-party congruent,skilled,agree,beyond 6,loyalist,loyalist,0.006263048016701467,0.006263048016701467,1,1,0.14660347419187544,958
606,57,FALSE,0,0,1,Constituent-party congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
608,57,TRUE,1,0,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,NA,NA,1,1,NA,NA
608,57,TRUE,1,0,0,Constituent-party not congruent,customs,agree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
611,57,TRUE,1,1,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,0.036269430051813475,0.036269430051813475,1,1,0.8754687373538999,193
611,57,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
524,58,TRUE,1,0,1,Constituent-party congruent,regulation,agree,2-6,extreme rebel,rebel,NA,NA,1,1,NA,NA
524,58,TRUE,1,0,0,Constituent-party not congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
601,58,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,2-6,unclear rebel,rebel,NA,NA,0,NA,NA,NA
601,58,FALSE,0,0,1,Constituent-party congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
601,58,FALSE,0,0,1,Constituent-party congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
613,58,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,1,unclear rebel,rebel,NA,NA,0,NA,NA,NA
613,58,FALSE,0,0,0,Constituent-party not congruent,regulation,disagree,2-6,extreme rebel,rebel,NA,NA,0,NA,NA,NA
613,58,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
613,59,FALSE,0,0,1,Constituent-party congruent,regulation,disagree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
613,59,TRUE,1,1,1,Constituent-party congruent,immigration,disagree,beyond 6,loyalist,loyalist,0.028213166144200625,0.028213166144200625,1,0,1.7047480922384253,319
613,59,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
614,59,FALSE,0,0,0,Constituent-party not congruent,singlem,agree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
614,59,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
614,59,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
615,59,FALSE,0,0,0,Constituent-party not congruent,regulation,agree,2-6,loyalist,loyalist,NA,NA,1,0,NA,NA
615,59,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
618,59,TRUE,1,1,0,Constituent-party not congruent,freedomm,agree,2-6,unclear rebel,loyalist,0.006578947368421052,0.006578947368421052,1,0,0.22314355131420976,152
618,59,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
619,59,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,1,unclear rebel,loyalist,NA,NA,1,0,NA,NA
619,59,TRUE,1,1,0,Constituent-party not congruent,immigration,agree,beyond 6,loyalist,loyalist,0.027950310559006212,0.027950310559006212,1,0,1.7047480922384253,322
246,60,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,2-6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
246,60,FALSE,0,0,1,Constituent-party congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
622,60,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,1,unclear rebel,loyalist,NA,NA,1,0,NA,NA
622,60,FALSE,0,0,0,Constituent-party not congruent,immigration,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
102,61,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
102,61,TRUE,1,1,1,Constituent-party congruent,immigration,disagree,2-6,loyalist,loyalist,0,0,0,NA,0,323
102,61,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
624,61,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,1,loyalist,loyalist,NA,NA,0,NA,NA,NA
624,61,FALSE,0,0,0,Constituent-party not congruent,immigration,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
624,61,TRUE,1,1,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,0,0,0,NA,0,323
4,62,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
4,62,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
16,62,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,extreme rebel,rebel,NA,NA,1,0,NA,NA
551,62,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,1,extreme rebel,rebel,NA,NA,0,NA,NA,NA
625,62,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
625,62,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
163,63,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
163,63,FALSE,0,0,1,Constituent-party congruent,immigration,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
620,63,FALSE,0,0,0,Constituent-party not congruent,customs,disagree,2-6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
620,63,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
620,63,FALSE,0,0,0,Constituent-party not congruent,immigration,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
626,63,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,1,loyalist,loyalist,NA,NA,1,0,NA,NA
626,63,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
627,63,FALSE,0,0,0,Constituent-party not congruent,singlem,agree,2-6,loyalist,loyalist,NA,NA,0,NA,NA,NA
628,63,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
628,63,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
629,63,FALSE,0,0,1,Constituent-party congruent,customs,agree,2-6,unclear rebel,loyalist,NA,NA,0,NA,NA,NA
629,63,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
202,64,FALSE,0,0,0,Constituent-party not congruent,singlem,agree,2-6,moderate rebel,rebel,NA,NA,1,0,NA,NA
202,64,FALSE,0,0,1,Constituent-party congruent,tuitionfree,agree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
202,64,FALSE,0,0,0,Constituent-party not congruent,tuitionlevel,agree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
210,64,FALSE,0,0,0,Constituent-party not congruent,secondr,agree,1,moderate rebel,rebel,NA,NA,0,NA,NA,NA
210,64,FALSE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
210,64,FALSE,0,0,1,Constituent-party congruent,skilled,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
211,64,FALSE,0,0,1,Constituent-party congruent,immigration,disagree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
211,64,FALSE,0,0,1,Constituent-party congruent,tuitionlevel,disagree,beyond 6,loyalist,loyalist,NA,NA,1,0,NA,NA
629,64,FALSE,0,0,1,Constituent-party congruent,secondr,disagree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
629,64,FALSE,0,0,0,Constituent-party not congruent,skilled,agree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
629,64,FALSE,0,0,0,Constituent-party not congruent,tuitionfree,disagree,beyond 6,loyalist,loyalist,NA,NA,0,NA,NA,NA
631,64,FALSE,0,0,1,Constituent-party congruent,freedomm,disagree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
631,64,FALSE,0,0,1,Constituent-party congruent,singlem,disagree,2-6,moderate rebel,rebel,NA,NA,0,NA,NA,NA
631,64,TRUE,1,0,0,Constituent-party not congruent,immigration,agree,beyond 6,loyalist,loyalist,-0.013157894736842105,-0.013157894736842105,1,1,-0.1823215567939546,76
506,65,TRUE,0,0,0,Constituent-party not congruent,freedomm,agree,2-6,extreme rebel,rebel,NA,NA,1,0,NA,NA
508,65,TRUE,1,0,0,Constituent-party not congruent,singlem,agree,2-6,extreme rebel,rebel,0.02564102564102564,0.02564102564102564,1,1,0.5596157879354227,117
508,65,TRUE,1,0,1,Constituent-party congruent,skilled,disagree,2-6,loyalist,loyalist,NA,NA,1,1,NA,NA
637,65,TRUE,0,0,1,Constituent-party congruent,freedomm,disagree,1,extreme rebel,rebel,NA,NA,1,0,NA,NA
