Winner17,leaveHanretty,Majority17,c11Degree,mp_first_start,frontbench,in_experiment,in_experimentn,Region
1,71.50494733000001,18.0605264350111,5.501078396950394,2010-05-06,TRUE,Excluded (no letters),Excluded,6
2,35.6656796,39.00500885022408,32.48529643734367,2015-05-08,TRUE,Included (letters sent),Included,7
1,41.202344010000004,30.697724693292976,29.670531301246545,2005-05-05,TRUE,Excluded (no letters),Excluded,8
2,20.48078926,62.41607161888522,36.243777341982195,1987-06-11,TRUE,Excluded (no letters),Excluded,7
2,22.782261849999998,68.52440654695235,35.52502350851531,2005-05-05,FALSE,Excluded (no letters),Excluded,7
1,66.58986796,11.836679510579327,9.541105473663384,2010-05-06,FALSE,Excluded (no letters),Excluded,5
2,58.821653340000005,11.135968182948048,11.048933500627353,2015-05-08,FALSE,Excluded (no letters),Excluded,3
1,55.23170958,29.94751166407465,16.84625172591169,1987-06-11,FALSE,Excluded (no letters),Excluded,3
2,57.666868400000006,51.304576113736424,8.7028492479341,1997-05-01,FALSE,Excluded (no letters),Excluded,2
2,31.31363377,35.694327489856846,40.98747266258831,2005-05-05,FALSE,Excluded (no letters),Excluded,7
1,49.27436942,46.65752237943979,20.32919995849331,2010-05-06,TRUE,Excluded (no letters),Excluded,8
1,46.17891358,48.192687455533,24.48301040498605,2015-05-08,FALSE,Excluded (no letters),Excluded,8
1,54.75487561,38.588103178384266,15.685070318737335,2015-05-08,TRUE,Excluded (no letters),Excluded,8
2,23.725319340000002,26.64064238875477,47.37713867991746,2015-05-08,FALSE,Excluded (no letters),Excluded,7
1,52.36640286000001,21.578874266467587,17.025639781097183,2017-06-09,FALSE,Included (letters sent),Included,4
1,67.73231788000001,15.67809838112652,9.508864886896271,2010-05-06,FALSE,Excluded (no letters),Excluded,6
1,47.17935509,32.01973916108565,21.698045069337443,2010-05-06,TRUE,Included (letters sent),Included,3
1,47.47858454,3.455600354017111,23.555993558156864,2010-05-06,FALSE,Excluded (no letters),Excluded,7
2,45.05624317,26.440274054215074,28.940843503187025,1997-05-01,FALSE,Excluded (no letters),Excluded,7
2,69.56832972,18.28612405880244,8.320310394999192,2017-06-09,FALSE,Excluded (no letters),Excluded,1
1,58.99558448,28.071410414344655,12.98139848490858,1992-04-09,FALSE,Excluded (no letters),Excluded,6
1,55.93723936,0.6317788408866815,11.201496236874126,2010-05-06,TRUE,Excluded (no letters),Excluded,8
1,62.61790804,34.45178563717234,10.783541752859374,2015-05-08,FALSE,Excluded (no letters),Excluded,8
2,58.24500129,37.89590393707376,15.759435482908074,1997-05-01,TRUE,Excluded (no letters),Excluded,7
1,52.20859153000001,12.494335176289315,15.288104804569036,2015-05-08,FALSE,Excluded (no letters),Excluded,2
1,55.486561990000006,18.06549099116331,16.070708089570303,2005-05-05,FALSE,Excluded (no letters),Excluded,6
2,68.12554559,22.144349643043707,9.053427920735059,1996-02-01,TRUE,Excluded (no letters),Excluded,3
1,41.57417525,2.0530498898783875,26.53046378950212,2010-05-06,FALSE,Excluded (no letters),Excluded,7
1,43.08582018,39.0444666281371,26.398416221123778,2008-06-27,FALSE,Excluded (no letters),Excluded,8
1,60.41755815,29.738134854607402,13.308662280701755,2010-05-06,TRUE,Excluded (no letters),Excluded,5
1,58.018934290000004,43.05159734539729,16.53139207318774,2001-06-07,FALSE,Excluded (no letters),Excluded,5
1,49.23723453,31.729230564075213,22.385977254074334,2001-06-07,FALSE,Excluded (no letters),Excluded,6
1,51.43007318,30.289672544080602,19.60917321088471,1992-04-09,FALSE,Excluded (no letters),Excluded,6
1,46.195480100000005,32.23253590094472,26.307469215043028,2005-05-05,TRUE,Excluded (no letters),Excluded,6
1,50.83652561,32.44024266549289,20.56462218659586,2015-05-08,TRUE,Excluded (no letters),Excluded,6
1,45.33673575,19.980962270681896,22.061852428344576,2010-05-06,TRUE,Excluded (no letters),Excluded,1
2,62.42561164,15.275243156522611,10.604326154873482,2014-10-10,TRUE,Excluded (no letters),Excluded,2
2,50.54802765,4.31173750765974,17.90206407224253,2017-06-09,FALSE,Included (letters sent),Included,4
1,39.79351954,20.466801626320535,30.532312622396297,2017-06-09,FALSE,Included (letters sent),Included,6
2,26.658743629999996,51.712798955879116,39.91245767618112,2015-05-08,TRUE,Included (letters sent),Included,7
1,69.49469368,31.62280310464805,10.477120369598609,2017-06-09,FALSE,Included (letters sent),Included,7
2,24.98291003,49.34422808341226,44.64482419114278,2015-05-08,FALSE,Excluded (no letters),Excluded,7
1,49.486410060000004,37.88536305999645,19.07501952069193,2015-05-08,FALSE,Included (letters sent),Included,8
2,62.43418577999999,29.751687560270007,8.038342937671796,2010-05-06,FALSE,Included (letters sent),Included,1
2,32.94684477,32.56649767344955,28.667280302296287,2015-05-08,FALSE,Included (letters sent),Included,8
2,51.850841579999994,27.387416160970936,15.231384942169953,1979-05-03,FALSE,Included (letters sent),Included,3
2,72.83156301,28.374911294284622,5.538552803656415,2010-05-06,TRUE,Excluded (no letters),Excluded,3
2,59.789665670000005,38.580895425893004,12.35261823220308,2005-05-05,FALSE,Excluded (no letters),Excluded,3
2,67.99068009,23.217127151743092,8.599959826680822,2017-06-09,FALSE,Excluded (no letters),Excluded,3
1,53.48897030999999,24.238111185532485,16.526724251326346,2001-06-07,FALSE,Excluded (no letters),Excluded,6
2,65.81912778,12.86447502322906,9.408078468769157,2010-05-06,FALSE,Excluded (no letters),Excluded,2
2,53.30920424,18.2070606902023,21.254871686319433,2015-05-08,FALSE,Excluded (no letters),Excluded,7
2,43.30979986,54.88839169571777,24.583799166581972,1992-04-09,FALSE,Excluded (no letters),Excluded,7
4,36.20342137,0.9822730412094237,NA,2015-05-08,TRUE,Excluded (no letters),Excluded,11
4,40.1324389,9.325580954906156,NA,2015-05-08,TRUE,Excluded (no letters),Excluded,11
2,56.51572347,1.6250464438664762,12.890442625004269,2017-06-09,TRUE,Included (letters sent),Included,6
1,61.94633409,28.288510855408905,10.766595437282096,2017-06-09,FALSE,Excluded (no letters),Excluded,8
2,21.61112362,60.47006990969997,43.25415344409184,1983-06-09,FALSE,Included (letters sent),Included,7
2,28.28310011,42.17153322649795,42.761565511257245,2005-05-05,TRUE,Included (letters sent),Included,7
2,58.93991696999999,31.618319341700605,8.9261470516071,2010-05-06,FALSE,Excluded (no letters),Excluded,10
2,61.777349400000006,40.125049392185574,10.072352554264416,1997-05-01,FALSE,Included (letters sent),Included,1
2,53.32509525,0.4621572494875662,15.892207792207792,1997-05-01,FALSE,Excluded (no letters),Excluded,3
1,46.20568194,35.22144930924963,24.382207578253706,2005-05-05,TRUE,Included (letters sent),Included,5
2,31.20458613,0.05171031879411536,46.268414760177514,2017-06-09,FALSE,Included (letters sent),Included,7
1,60.988368859999994,21.378835721803902,12.319373337432662,2005-05-05,FALSE,Included (letters sent),Included,4
4,39.45466653,13.479111569803695,NA,2015-05-08,TRUE,Excluded (no letters),Excluded,11
3,40.8444531,6.632571005821995,29.29196763044063,1997-05-01,FALSE,Included (letters sent),Included,7
1,57.1216387,15.387456145749983,11.202823475835373,2010-05-06,TRUE,Excluded (no letters),Excluded,9
2,43.26145395,0.5606910137899682,NA,2017-06-09,TRUE,Excluded (no letters),Excluded,11
2,52.34216074,76.08456644377557,6.994977043048779,1986-11-13,FALSE,Excluded (no letters),Excluded,2
4,35.95620573,0.5270457697642164,NA,2015-05-08,TRUE,Excluded (no letters),Excluded,11
2,54.950812920000004,21.491478056224604,13.952288180422414,2005-05-05,FALSE,Excluded (no letters),Excluded,2
2,51.98908416,14.483898323512145,17.66915752517042,2015-05-08,TRUE,Excluded (no letters),Excluded,2
2,45.96096799,49.70947916011159,17.356885180191668,1999-06-10,FALSE,Excluded (no letters),Excluded,3
2,61.444348049999995,30.771458217707103,9.2887305539126,2015-05-08,TRUE,Excluded (no letters),Excluded,3
2,37.42284755,32.05909545463122,30.827504253652737,1997-05-01,TRUE,Excluded (no letters),Excluded,3
2,35.406096520000006,9.125672435024953,24.565285688918028,2017-06-09,FALSE,Excluded (no letters),Excluded,3
2,53.26613806,37.80577328376234,15.90606942122652,2010-05-06,FALSE,Excluded (no letters),Excluded,3
2,54.0619991,42.78193193956966,12.802412202908833,1987-06-11,FALSE,Excluded (no letters),Excluded,4
2,42.4353547,51.98448047192035,19.52712071140394,2011-05-06,TRUE,Excluded (no letters),Excluded,4
2,50.835991879999995,29.48389848581787,13.67979317321743,2010-05-06,FALSE,Excluded (no letters),Excluded,4
1,60.69847772,24.814628042061223,13.146679684923013,2010-05-06,FALSE,Excluded (no letters),Excluded,4
1,58.14205318,32.865282506306336,14.557436710806194,2015-05-08,FALSE,Excluded (no letters),Excluded,4
2,63.28780092,20.382301489098435,9.822961051431314,2017-06-09,TRUE,Excluded (no letters),Excluded,2
1,47.142173799999995,10.16386182462356,19.037148320131113,2015-05-08,FALSE,Included (letters sent),Included,8
2,24.426212319999998,63.323777035854256,34.308522303609806,2015-05-08,TRUE,Excluded (no letters),Excluded,7
2,35.37050455,44.941844452448045,25.641474735090636,2010-05-06,FALSE,Excluded (no letters),Excluded,7
2,35.37050455,44.941844452448045,25.641474735090636,2018-06-14,FALSE,Excluded (no letters),Excluded,7
2,34.59205781,43.540867734416125,28.56562712755157,2017-06-09,FALSE,Excluded (no letters),Excluded,7
2,34.755182,48.9615143048968,27.86201123998565,1997-05-01,FALSE,Excluded (no letters),Excluded,7
1,57.508902240000005,34.71526791719602,16.618708799832582,1992-04-09,FALSE,Included (letters sent),Included,5
2,57.432633730000006,3.1569440453220574,12.335348249729341,2017-06-09,TRUE,Excluded (no letters),Excluded,4
4,42.01830304,5.203765108567762,NA,2015-05-08,FALSE,Excluded (no letters),Excluded,11
2,27.30066196,74.85839233652645,24.013287595615488,1997-05-01,FALSE,Excluded (no letters),Excluded,2
2,52.16803564,77.14055501575942,7.16148445336008,2017-06-09,TRUE,Excluded (no letters),Excluded,2
2,35.26162544,67.52062328139323,18.56395763450516,2010-05-06,FALSE,Excluded (no letters),Excluded,2
2,49.820719759999996,72.86495582667227,9.314955203308063,1997-05-01,FALSE,Excluded (no letters),Excluded,2
4,43.26090286,7.385963241596039,NA,2015-05-08,TRUE,Excluded (no letters),Excluded,11
2,56.674596720000004,29.805165832135245,10.741493914468691,2005-05-05,TRUE,Excluded (no letters),Excluded,10
1,50.09042072,7.883947698899313,18.931032820858835,2010-05-06,FALSE,Excluded (no letters),Excluded,4
1,68.89943000999999,37.21930605825169,8.648622311009332,2015-05-08,TRUE,Excluded (no letters),Excluded,4
1,57.88401838,38.59515709425656,15.856619556216756,2005-05-05,FALSE,Excluded (no letters),Excluded,5
2,59.1531961,30.80948908240745,13.014107685569815,1997-05-01,FALSE,Excluded (no letters),Excluded,6
2,54.59717781,30.1844666507706,15.416608578465544,2010-05-06,FALSE,Excluded (no letters),Excluded,6
1,47.183797160000005,15.850626990995636,21.644051996478325,2010-05-06,FALSE,Included (letters sent),Included,2
1,45.02570105,45.42832122804306,27.461583635117943,1997-05-01,TRUE,Included (letters sent),Included,8
1,55.91719646999999,34.26919581568923,15.403947076650159,2010-05-06,FALSE,Excluded (no letters),Excluded,8
2,64.91008794999999,28.853898110071803,9.032954345807294,2010-05-06,TRUE,Excluded (no letters),Excluded,2
1,60.956032140000005,46.67144735269511,12.139974190714147,1992-04-09,FALSE,Excluded (no letters),Excluded,6
2,36.35657629,63.24416733708769,24.75189986589182,2012-11-16,FALSE,Included (letters sent),Included,2
2,38.21218401,69.04881074140971,20.854334390038087,2017-06-09,TRUE,Excluded (no letters),Excluded,2
2,24.93859855,55.73486063952837,38.669690642474855,2015-05-08,FALSE,Excluded (no letters),Excluded,2
1,70.86291353,2.1073828179516316,6.7573260930624475,2017-06-09,FALSE,Excluded (no letters),Excluded,4
1,51.927530919999995,47.40921169176262,17.33817925385481,2010-05-06,TRUE,Excluded (no letters),Excluded,8
1,58.80843468,35.13350291894662,15.501888361456636,1997-05-01,FALSE,Excluded (no letters),Excluded,5
2,58.354338829999996,48.69280071545685,7.994171769097279,2015-05-08,TRUE,Excluded (no letters),Excluded,10
2,66.08364664,38.92864158037994,9.700360962387451,2012-11-30,TRUE,Excluded (no letters),Excluded,1
1,65.26552985000001,2.141957160856783,11.322797428077264,2017-06-09,FALSE,Excluded (no letters),Excluded,1
2,37.94096947,1.9548075011596315,NA,2017-06-09,TRUE,Excluded (no letters),Excluded,11
1,49.66509051,3.0896064076090357,19.11870484847853,2005-05-05,TRUE,Excluded (no letters),Excluded,8
1,53.08140404,2.674999224637906,17.106315767881686,2010-05-06,FALSE,Excluded (no letters),Excluded,8
2,44.68652381,44.42204580406501,19.4070871046942,1997-05-01,FALSE,Excluded (no letters),Excluded,7
1,47.31132761,42.55015336882558,25.32666434027374,1992-04-09,FALSE,Excluded (no letters),Excluded,8
1,48.06450827,16.49977882334017,19.877561038998543,2005-05-05,FALSE,Excluded (no letters),Excluded,10
1,55.84294422,26.61144707804305,12.7131931166348,2010-05-06,FALSE,Excluded (no letters),Excluded,10
1,49.87319669,8.736477260791933,NA,2017-06-09,FALSE,Excluded (no letters),Excluded,11
1,58.185620549999996,3.0641522658080906,12.007063796651648,2010-05-06,FALSE,Excluded (no letters),Excluded,2
1,59.81727737,4.018564852837252,13.144005392412469,2015-05-08,FALSE,Included (letters sent),Included,3
4,37.710356090000005,0.7584792253017221,NA,2015-05-08,TRUE,Excluded (no letters),Excluded,11
4,43.9006772,6.795788905385342,NA,2005-05-05,FALSE,Excluded (no letters),Excluded,11
2,54.015405019999996,32.992033433459575,10.536543592108297,2015-05-08,TRUE,Excluded (no letters),Excluded,10
1,60.17814514,42.82015340886968,13.247734337088673,1997-05-01,FALSE,Excluded (no letters),Excluded,8
1,55.257656499999996,47.214218066778166,14.694037913760926,1997-05-01,FALSE,Excluded (no letters),Excluded,8
1,55.7006959,32.973002434504565,15.558507367229971,2014-06-06,TRUE,Excluded (no letters),Excluded,4
1,47.80556283,40.06639386021134,20.64281212800224,2005-05-05,FALSE,Excluded (no letters),Excluded,8
2,61.644986290000006,0.06842753524018065,12.992690850027072,2001-06-07,FALSE,Excluded (no letters),Excluded,5
2,48.00307977,40.26796786542298,20.00746696534528,2010-05-06,TRUE,Included (letters sent),Included,1
2,41.07125543,46.259336647693154,22.513460244207288,1983-06-09,FALSE,Included (letters sent),Included,1
2,56.8289241,21.431825712392314,17.316684234709044,2010-05-06,FALSE,Included (letters sent),Included,1
2,59.3309312,21.735469853340575,11.296693375465523,2005-05-05,FALSE,Excluded (no letters),Excluded,10
2,53.65707981,13.02546157742069,15.640363546179994,1987-06-11,FALSE,Excluded (no letters),Excluded,10
2,53.65707981,13.02546157742069,15.640363546179994,2019-04-04,FALSE,Excluded (no letters),Excluded,10
1,56.01337034,33.231984817088524,12.732616447515044,2010-05-06,FALSE,Excluded (no letters),Excluded,9
1,60.59812834,28.89631386074585,10.418849443239688,2010-05-06,FALSE,Included (letters sent),Included,6
3,58.400286720000004,6.729516363915076,10.311080523055747,2001-06-07,FALSE,Excluded (no letters),Excluded,6
1,65.77828611999999,28.247731044231834,8.915978238968366,1983-06-09,FALSE,Excluded (no letters),Excluded,6
1,50.88435338,27.291322347858816,14.9854660152143,2001-06-07,FALSE,Included (letters sent),Included,6
1,66.67395689,34.93589743589743,8.095238095238095,2010-05-06,TRUE,Excluded (no letters),Excluded,6
2,69.25528289,29.47490394584375,6.851260205892793,1997-05-01,FALSE,Excluded (no letters),Excluded,3
1,60.271290050000005,1.9986131061469115,12.650984461933179,2010-05-06,TRUE,Excluded (no letters),Excluded,4
1,58.995218810000004,2.824487010771555,13.568421613556431,2017-06-09,FALSE,Excluded (no letters),Excluded,4
1,53.33802045,35.1395427551617,18.96746274559985,2010-05-06,FALSE,Excluded (no letters),Excluded,4
1,56.72662157,1.1046955005991939,10.668547561751446,2009-07-24,TRUE,Excluded (no letters),Excluded,6
2,40.53030013,30.36663486438599,22.564646243084496,2015-05-08,TRUE,Excluded (no letters),Excluded,6
2,42.87932214,49.81310550003814,19.593736258367127,1997-05-01,FALSE,Included (letters sent),Included,4
2,63.80805601,29.123933296797933,7.0510412194074705,2017-06-09,FALSE,Excluded (no letters),Excluded,4
2,46.46776483,31.502836127906253,19.502070260810175,2010-05-06,FALSE,Included (letters sent),Included,4
1,64.50599311,10.287190396596262,9.756463810849919,2010-05-06,FALSE,Excluded (no letters),Excluded,5
1,39.5023841,6.201078127307635,NA,2017-06-09,FALSE,Excluded (no letters),Excluded,11
2,58.90245084,37.28362541662187,9.290710942797135,2016-05-06,FALSE,Excluded (no letters),Excluded,10
1,62.43048760999999,32.192664751675615,12.65862447125176,2005-05-05,TRUE,Excluded (no letters),Excluded,7
2,59.92043445,17.394816846312477,11.801430247077075,2011-01-14,FALSE,Excluded (no letters),Excluded,2
2,61.30829724,37.56005940421071,8.613515100456972,2015-12-04,TRUE,Included (letters sent),Included,2
3,40.281308249999995,19.60304162907591,NA,2001-06-07,FALSE,Excluded (no letters),Excluded,11
1,57.541498430000004,38.56641762945641,16.31323883690963,2010-05-06,FALSE,Excluded (no letters),Excluded,7
2,32.52633748,43.2017218346445,31.848114341335503,2017-06-09,TRUE,Excluded (no letters),Excluded,8
3,38.029240959999996,1.3595468177274241,34.25914274928791,2017-06-09,FALSE,Excluded (no letters),Excluded,8
4,35.54794429,5.6054917944867535,NA,2015-05-08,TRUE,Excluded (no letters),Excluded,11
4,34.79527931,6.091772151898734,NA,2015-05-08,TRUE,Excluded (no letters),Excluded,11
1,63.15429580000001,2.8514736701297543,10.416432347317512,2010-05-06,TRUE,Excluded (no letters),Excluded,2
2,60.65127663,2.6553116275332918,13.038906414300735,2005-05-05,FALSE,Excluded (no letters),Excluded,3
1,55.202409640000006,34.23714224230687,14.981859675814851,2010-05-06,TRUE,Included (letters sent),Included,2
4,39.90164644,0.040756914119359534,NA,2001-06-07,TRUE,Excluded (no letters),Excluded,11
2,61.30959473000001,1.2715237337131844,9.470023186485593,2017-06-09,FALSE,Excluded (no letters),Excluded,6
2,61.30959473000001,1.2715237337131844,9.470023186485593,2019-06-06,FALSE,Excluded (no letters),Excluded,6
1,66.44024003999999,11.050928066582998,6.876771310224547,2015-05-08,FALSE,Excluded (no letters),Excluded,9
2,54.40523532,13.292844867989375,15.996442615748926,2017-06-09,TRUE,Excluded (no letters),Excluded,9
2,46.51097855,28.69604451797263,15.32990430256872,2010-05-06,FALSE,Excluded (no letters),Excluded,10
1,57.4193151,28.503510531594785,14.721575966012542,1997-05-01,FALSE,Excluded (no letters),Excluded,9
2,34.20763699,47.11803312136566,37.41998821912429,1997-05-01,FALSE,Included (letters sent),Included,7
1,63.69341446,21.10781614064817,10.237773855259059,2010-05-06,TRUE,Excluded (no letters),Excluded,8
2,51.763034399999995,3.4869631557689718,18.220113515431006,2017-06-09,FALSE,Excluded (no letters),Excluded,8
1,55.3168878,0.7441287295305353,13.132393556729832,2005-05-05,FALSE,Excluded (no letters),Excluded,10
2,55.67265972999999,44.16945248195073,12.978109844016252,2000-11-23,FALSE,Excluded (no letters),Excluded,2
1,48.584363870000004,0.6134287143942623,21.99470140192074,2010-05-06,TRUE,Excluded (no letters),Excluded,3
1,27.76423307,3.313856783383802,44.21433182698515,2005-05-05,FALSE,Excluded (no letters),Excluded,7
1,67.65267372,42.38743379787792,9.065138040465111,2001-06-07,FALSE,Excluded (no letters),Excluded,6
2,38.253326539999996,6.786994460335276,29.647784632641617,2017-06-09,TRUE,Excluded (no letters),Excluded,8
1,51.51014618999999,5.555770196654175,18.2994914390162,2010-05-06,TRUE,Excluded (no letters),Excluded,8
2,67.6748838,22.286184210526315,7.657822249704874,2015-05-08,FALSE,Excluded (no letters),Excluded,1
1,60.98995823,16.28874189766166,11.127555395723258,2017-06-09,FALSE,Excluded (no letters),Excluded,5
1,47.97697869,32.725786373855044,23.572031164706466,1997-05-01,FALSE,Excluded (no letters),Excluded,8
1,25.68141894,8.7684692396442,NA,2017-06-09,FALSE,Excluded (no letters),Excluded,11
2,60.44990078,41.7354870051008,6.724687725727171,2001-06-07,FALSE,Excluded (no letters),Excluded,10
1,58.730891809999996,23.91123188405797,16.592783440053548,1992-04-09,FALSE,Excluded (no letters),Excluded,2
1,54.710436939999994,40.531106940522335,16.12881455069008,2015-05-08,TRUE,Excluded (no letters),Excluded,3
1,28.685631299999997,0.07105637138796779,46.227588573389376,2010-05-06,FALSE,Included (letters sent),Included,7
2,57.45003587000001,29.611941491487492,10.282466828810172,1983-06-09,TRUE,Excluded (no letters),Excluded,2
1,63.68812299,18.319105804459817,11.052128676080264,2015-05-08,TRUE,Excluded (no letters),Excluded,8
1,60.92034453,11.742295970199796,9.894572141712924,2005-05-05,FALSE,Excluded (no letters),Excluded,6
1,69.28564915999999,27.586897325004006,11.239607828019995,2001-06-07,FALSE,Excluded (no letters),Excluded,7
1,46.07558645,35.9998404085541,22.05013745610931,2010-05-06,TRUE,Included (letters sent),Included,8
4,43.49302937,15.392416913715087,NA,2015-05-08,FALSE,Excluded (no letters),Excluded,11
1,58.9357362,6.411994576920009,13.462205827538783,2010-05-06,TRUE,Excluded (no letters),Excluded,2
2,66.72198863999999,7.844325897187197,9.899565865353463,1983-06-09,FALSE,Excluded (no letters),Excluded,3
2,68.34596314,30.026632914062706,6.954516872773003,2012-11-30,FALSE,Excluded (no letters),Excluded,3
1,58.61758176000001,15.996571606669782,15.108992349390643,2010-05-06,FALSE,Excluded (no letters),Excluded,5
1,49.543845530000006,26.188602899853887,27.2500130814714,2005-05-05,TRUE,Excluded (no letters),Excluded,7
1,49.84697172,34.97451994807108,23.14264266053406,1997-05-01,FALSE,Included (letters sent),Included,8
1,41.46612381,13.736687760456862,27.941195484930375,1970-06-18,FALSE,Included (letters sent),Included,4
2,37.569901789999996,0.5209152382450071,NA,2017-06-09,FALSE,Excluded (no letters),Excluded,11
1,53.87786935,40.13271031284198,17.382049514410458,1992-04-09,TRUE,Excluded (no letters),Excluded,4
1,51.23953346,40.98767053569963,19.064063453325197,2017-06-09,FALSE,Excluded (no letters),Excluded,6
1,37.83228099,10.717919927014984,33.165316066328046,2005-05-05,FALSE,Excluded (no letters),Excluded,6
1,64.06363369,20.55264517081089,9.52655534971598,2015-05-08,FALSE,Excluded (no letters),Excluded,9
2,58.392857799999994,36.64927720919119,10.298632430923806,2015-05-08,FALSE,Excluded (no letters),Excluded,2
2,56.053741050000006,46.02919487198881,9.985870200740596,2015-05-08,FALSE,Excluded (no letters),Excluded,2
1,54.766045399999996,0.60906570881974,14.016618943349615,2015-05-08,FALSE,Excluded (no letters),Excluded,9
2,53.59345748,40.17724017724017,17.36655273598488,2015-05-08,TRUE,Excluded (no letters),Excluded,2
1,49.90814012,32.51298981448482,18.380972810639783,2010-05-06,TRUE,Excluded (no letters),Excluded,9
1,61.31829001,6.8088564689091955,11.67243113302426,2005-05-05,TRUE,Included (letters sent),Included,3
2,68.67554724,8.534401273568479,7.8602986410156035,2010-05-06,FALSE,Excluded (no letters),Excluded,3
2,59.43575056,14.568055588949532,10.139870307365726,2007-07-20,FALSE,Included (letters sent),Included,1
2,44.08858731,29.989055089383438,16.39189038654339,2010-05-06,TRUE,Excluded (no letters),Excluded,2
1,57.652600799999995,24.55952635708681,15.667185546227063,2010-05-06,TRUE,Excluded (no letters),Excluded,3
1,54.040514200000004,42.79159670428365,21.003653041090047,1983-06-09,FALSE,Excluded (no letters),Excluded,8
2,59.97367924,45.72008598041557,9.413204430031206,2016-05-06,TRUE,Excluded (no letters),Excluded,3
2,31.911972570000003,57.95684775570733,27.48247838501627,2010-05-06,TRUE,Excluded (no letters),Excluded,3
2,34.006065140000004,3.726762539459839,31.73812656052836,2017-06-09,FALSE,Excluded (no letters),Excluded,3
2,57.16131008999999,31.266675711120158,13.957796815052296,2015-05-08,TRUE,Excluded (no letters),Excluded,3
2,66.31781806,27.06211579043949,8.41886082751209,1992-04-09,FALSE,Excluded (no letters),Excluded,3
1,63.65773924,9.740649126752118,10.183090166705677,2010-05-06,FALSE,Excluded (no letters),Excluded,4
1,52.211344520000004,8.766738458657178,19.66331179695745,2005-05-05,FALSE,Excluded (no letters),Excluded,3
1,52.92057793,11.38601103035926,16.23291585313586,2005-05-05,FALSE,Excluded (no letters),Excluded,5
1,59.848118549999995,29.41599669058796,12.855171768667711,1997-05-01,FALSE,Excluded (no letters),Excluded,5
1,65.36448876,29.599719784389656,7.5615815011724274,2010-05-06,FALSE,Excluded (no letters),Excluded,8
1,53.18714405,34.37510750283808,18.492782649048678,2010-05-06,TRUE,Excluded (no letters),Excluded,3
1,61.583166649999995,38.35585209052084,12.49835936474603,2016-12-08,FALSE,Excluded (no letters),Excluded,4
2,54.05691498,31.306750161156643,17.906796230975562,2017-06-09,FALSE,Excluded (no letters),Excluded,8
1,53.34830853,36.24973567350391,18.738104066246446,2015-05-08,FALSE,Excluded (no letters),Excluded,5
1,47.58369914,27.588153692292806,19.696574670689163,1992-04-09,TRUE,Excluded (no letters),Excluded,9
1,51.634507500000005,18.938622948392947,16.760067586595326,2010-05-06,FALSE,Excluded (no letters),Excluded,9
1,50.32814379,35.85112377136418,16.343887329282307,2015-05-08,FALSE,Excluded (no letters),Excluded,9
1,71.07144319999999,49.482261750968895,7.417289220917824,1997-05-01,FALSE,Included (letters sent),Included,4
1,56.63894373,13.53357405988985,15.073194473910819,2015-05-08,TRUE,Excluded (no letters),Excluded,2
2,62.052532670000005,35.583243402334936,8.947260112888053,2013-05-03,TRUE,Included (letters sent),Included,1
1,60.29473415,0.0662633862727914,12.880009485416172,2015-05-08,FALSE,Excluded (no letters),Excluded,8
2,49.41218119,24.52508368334648,19.330748075440436,1997-05-01,TRUE,Excluded (no letters),Excluded,8
1,55.07458096,21.190481235828866,12.778238055785696,1983-06-09,FALSE,Excluded (no letters),Excluded,6
1,46.29283656,6.076403369755609,14.28438414471934,2017-06-09,FALSE,Excluded (no letters),Excluded,2
1,60.299599,26.7883867105657,15.880597779456773,2010-05-06,TRUE,Excluded (no letters),Excluded,8
1,57.46250827,14.885216855404051,15.528886973932659,2010-05-06,FALSE,Excluded (no letters),Excluded,5
1,64.69043246,24.252603291904602,12.377628856428153,2010-05-06,TRUE,Excluded (no letters),Excluded,5
1,65.24281719,44.479445890156335,12.33591447779663,2010-05-06,TRUE,Excluded (no letters),Excluded,5
2,59.2907293,19.040440916692184,10.549079879765516,2010-05-06,TRUE,Excluded (no letters),Excluded,2
1,57.03690856,6.864394753380501,13.796126564118913,2010-05-06,FALSE,Excluded (no letters),Excluded,6
1,32.19611271,0.299862225463976,NA,2017-06-09,FALSE,Excluded (no letters),Excluded,11
2,46.78932179,34.8473907182746,18.337375964718852,1992-04-09,FALSE,Excluded (no letters),Excluded,2
2,66.32496941,20.39502936977838,9.277821998569944,2010-05-06,FALSE,Excluded (no letters),Excluded,1
2,57.76439166,1.6498216409036859,14.991291366011444,2017-06-09,FALSE,Excluded (no letters),Excluded,1
2,64.84664776,11.757429476542464,10.180151056513944,2017-02-24,FALSE,Excluded (no letters),Excluded,5
2,72.12358560999999,5.645431484229168,6.818299502899751,2015-05-08,FALSE,Excluded (no letters),Excluded,5
1,71.10740622,1.590309426721036,7.843681093899512,2017-06-09,FALSE,Excluded (no letters),Excluded,5
1,57.53522217,34.96762072273745,16.700312766562412,1984-05-03,FALSE,Excluded (no letters),Excluded,5
1,63.663983280000004,16.23846398642198,11.660690334765828,2010-05-06,TRUE,Excluded (no letters),Excluded,5
1,51.00166754999999,41.01845625046701,20.027901181059704,2010-05-06,TRUE,Excluded (no letters),Excluded,5
2,20.53967406,47.10995608925531,39.42824824995731,2010-05-06,FALSE,Excluded (no letters),Excluded,7
2,48.905485459999994,39.26002669801359,16.062553501386244,2010-05-06,FALSE,Excluded (no letters),Excluded,2
